kgcid,groupname,country,year,relative_size,size,religion_1,religion_2
304,Indigenous Peoples,Brazil,1997,0,346387,Catholic,Traditional
304,Indigenous Peoples,Brazil,1998,0,346387,Catholic,Traditional
304,Indigenous Peoples,Brazil,1999,0,346387,Catholic,Traditional
304,Indigenous Peoples,Brazil,2000,0,346387,Catholic,Traditional
304,Indigenous Peoples,Brazil,2001,0,346387,Catholic,Traditional
304,Indigenous Peoples,Brazil,2002,0,346387,Catholic,Traditional
304,Indigenous Peoples,Brazil,2003,0,346387,Catholic,Traditional
304,Indigenous Peoples,Brazil,2004,0,354328,Catholic,Traditional
304,Indigenous Peoples,Brazil,2005,0,340188,Catholic,Traditional
304,Indigenous Peoples,Brazil,2006,0,344644,Catholic,Traditional
304,Indigenous Peoples,Brazil,2007,0,346387,Catholic,Traditional
304,Indigenous Peoples,Brazil,2008,0,346387,Catholic,Traditional
304,Indigenous Peoples,Brazil,2009,0,346387,Catholic,Traditional
304,Indigenous Peoples,Brazil,2010,0,346387,Catholic,Traditional
304,Indigenous Peoples,Brazil,2011,0,346387,Catholic,Traditional
304,Indigenous Peoples,Brazil,2012,0,346387,Catholic,Traditional
304,Indigenous Peoples,Brazil,2013,0,346387,Catholic,Traditional
304,Indigenous Peoples,Brazil,2014,0,346387,Catholic,Traditional
304,Indigenous Peoples,Brazil,2015,0,346387,Catholic,Traditional
304,Indigenous Peoples,Brazil,2016,0,346387,Catholic,Traditional
304,Indigenous Peoples,Brazil,2017,0,346387,Catholic,Traditional
304,Indigenous Peoples,Brazil,2018,0,346387,Catholic,Traditional
304,Indigenous Peoples,Brazil,2019,0,346387,Catholic,Traditional
304,Indigenous Peoples,Brazil,2020,0,346387,Catholic,Traditional
305,Indigenous Peoples,Chile,1984,0.01,159938,Catholic,Traditional
305,Indigenous Peoples,Chile,1985,0.01,159938,Catholic,Traditional
305,Indigenous Peoples,Chile,1986,0.01,159938,Catholic,Traditional
305,Indigenous Peoples,Chile,1987,0.01,159938,Catholic,Traditional
305,Indigenous Peoples,Chile,1988,0.01,159938,Catholic,Traditional
305,Indigenous Peoples,Chile,1989,0.01,159938,Catholic,Traditional
305,Indigenous Peoples,Chile,1990,0.01,159938,Catholic,Traditional
305,Indigenous Peoples,Chile,1991,0.01,159938,Catholic,Traditional
305,Indigenous Peoples,Chile,1992,0.01,159938,Catholic,Traditional
305,Indigenous Peoples,Chile,1993,0.01,159938,Catholic,Traditional
305,Indigenous Peoples,Chile,1994,0.01,159938,Catholic,Traditional
305,Indigenous Peoples,Chile,1995,0.01,159938,Catholic,Traditional
305,Indigenous Peoples,Chile,1996,0.01,159938,Catholic,Traditional
305,Indigenous Peoples,Chile,1997,0.01,159938,Catholic,Traditional
305,Indigenous Peoples,Chile,1998,0.01,159938,Catholic,Traditional
305,Indigenous Peoples,Chile,1999,0.01,159938,Catholic,Traditional
305,Indigenous Peoples,Chile,2000,0.01,159938,Catholic,Traditional
305,Indigenous Peoples,Chile,2001,0.01,159938,Catholic,Traditional
305,Indigenous Peoples,Chile,2002,0.01,159938,Catholic,Traditional
305,Indigenous Peoples,Chile,2003,0.01,159938,Catholic,Traditional
305,Indigenous Peoples,Chile,2004,0.01,158356,Catholic,Traditional
305,Indigenous Peoples,Chile,2005,0.01,159950,Catholic,Traditional
305,Indigenous Peoples,Chile,2006,0.01,161508,Catholic,Traditional
305,Indigenous Peoples,Chile,2007,0.01,159938,Catholic,Traditional
305,Indigenous Peoples,Chile,2008,0.01,159938,Catholic,Traditional
305,Indigenous Peoples,Chile,2009,0.01,159938,Catholic,Traditional
305,Indigenous Peoples,Chile,2010,0.01,159938,Catholic,Traditional
305,Indigenous Peoples,Chile,2011,0.01,159938,Catholic,Traditional
305,Indigenous Peoples,Chile,2012,0.01,159938,Catholic,Traditional
305,Indigenous Peoples,Chile,2013,0.01,159938,Catholic,Traditional
305,Indigenous Peoples,Chile,2014,0.01,159938,Catholic,Traditional
305,Indigenous Peoples,Chile,2015,0.01,159938,Catholic,Traditional
305,Indigenous Peoples,Chile,2016,0.01,159938,Catholic,Traditional
305,Indigenous Peoples,Chile,2017,0.01,159938,Catholic,Traditional
305,Indigenous Peoples,Chile,2018,0.01,159938,Catholic,Traditional
305,Indigenous Peoples,Chile,2019,0.01,159938,Catholic,Traditional
305,Indigenous Peoples,Chile,2020,0.01,159938,Catholic,Traditional
306,Bakongo,Congo-Kinshasa,1960,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,1961,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,1962,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,1963,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,1964,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,1965,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,1966,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,1967,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,1968,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,1969,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,1970,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,1971,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,1972,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,1973,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,1974,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,1975,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,1976,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,1977,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,1978,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,1979,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,1980,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,1981,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,1982,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,1983,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,1984,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,1985,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,1986,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,1987,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,1988,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,1989,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,1990,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,1991,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,1992,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,1993,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,1994,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,1995,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,1996,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,1997,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,1998,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,1999,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,2000,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,2001,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,2002,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,2003,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,2004,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,2005,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,2006,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,2007,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,2008,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,2009,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,2010,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,2011,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,2012,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,2013,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,2014,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,2015,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,2016,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,2017,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,2018,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,2019,,,Christian,Traditional
306,Bakongo,Congo-Kinshasa,2020,,,Christian,Traditional
307,Serbs,Croatia,1991,,202313,Christian,
307,Serbs,Croatia,1992,0.04,577410,Christian,
307,Serbs,Croatia,1993,0.04,573100,Christian,
307,Serbs,Croatia,1994,0.04,568252,Christian,
307,Serbs,Croatia,1995,0.04,563245,Christian,
307,Serbs,Croatia,1996,0.04,205870,Christian,
307,Serbs,Croatia,1997,0.04,203958,Christian,
307,Serbs,Croatia,1998,0.05,202136,Christian,
307,Serbs,Croatia,1999,0.05,200540,Christian,
307,Serbs,Croatia,2000,0.05,199263,Christian,
307,Serbs,Croatia,2001,0.05,198363,Christian,
307,Serbs,Croatia,2002,0.05,197811,Christian,
307,Serbs,Croatia,2003,0.05,197501,Christian,
307,Serbs,Croatia,2004,0.05,197274,Christian,
307,Serbs,Croatia,2005,0.05,197013,Christian,
307,Serbs,Croatia,2006,0.05,196685,Christian,
307,Serbs,Croatia,2007,0.05,196309,Christian,
307,Serbs,Croatia,2008,0.05,195869,Christian,
307,Serbs,Croatia,2009,0.05,186674,Christian,
307,Serbs,Croatia,2010,0.05,186111,Christian,
307,Serbs,Croatia,2011,0.05,185463,Christian,
307,Serbs,Croatia,2012,0.05,184722,Christian,
307,Serbs,Croatia,2013,0.05,183893,Christian,
307,Serbs,Croatia,2014,0.05,182987,Christian,
307,Serbs,Croatia,2015,0.05,182014,Christian,
307,Serbs,Croatia,2016,0.05,180970,Christian,
307,Serbs,Croatia,2017,0.05,179862,Christian,
307,Serbs,Croatia,2018,0.05,178726,Christian,
307,Serbs,Croatia,2019,0.05,177603,Christian,
307,Serbs,Croatia,2020,0.05,176527,Christian,
308,Bubis,Equatorial Guinea,1968,,,Catholic,
308,Bubis,Equatorial Guinea,1969,,,Catholic,
308,Bubis,Equatorial Guinea,1970,,,Catholic,
308,Bubis,Equatorial Guinea,1971,,,Catholic,
308,Bubis,Equatorial Guinea,1972,,,Catholic,
308,Bubis,Equatorial Guinea,1973,,,Catholic,
308,Bubis,Equatorial Guinea,1974,,,Catholic,
308,Bubis,Equatorial Guinea,1975,,,Catholic,
308,Bubis,Equatorial Guinea,1976,,,Catholic,
308,Bubis,Equatorial Guinea,1977,,,Catholic,
308,Bubis,Equatorial Guinea,1978,,,Catholic,
308,Bubis,Equatorial Guinea,1979,,,Catholic,
308,Bubis,Equatorial Guinea,1980,,,Catholic,
308,Bubis,Equatorial Guinea,1981,,,Catholic,
308,Bubis,Equatorial Guinea,1982,,,Catholic,
308,Bubis,Equatorial Guinea,1983,,,Catholic,
308,Bubis,Equatorial Guinea,1984,,,Catholic,
308,Bubis,Equatorial Guinea,1985,,,Catholic,
308,Bubis,Equatorial Guinea,1986,,,Catholic,
308,Bubis,Equatorial Guinea,1987,,,Catholic,
308,Bubis,Equatorial Guinea,1988,,,Catholic,
308,Bubis,Equatorial Guinea,1989,,,Catholic,
308,Bubis,Equatorial Guinea,1990,,,Catholic,
308,Bubis,Equatorial Guinea,1991,,,Catholic,
308,Bubis,Equatorial Guinea,1992,,,Catholic,
308,Bubis,Equatorial Guinea,1993,,,Catholic,
308,Bubis,Equatorial Guinea,1994,,,Catholic,
308,Bubis,Equatorial Guinea,1995,,,Catholic,
308,Bubis,Equatorial Guinea,1996,,,Catholic,
308,Bubis,Equatorial Guinea,1997,,,Catholic,
308,Bubis,Equatorial Guinea,1998,,,Catholic,
308,Bubis,Equatorial Guinea,1999,,,Catholic,
308,Bubis,Equatorial Guinea,2000,,,Catholic,
308,Bubis,Equatorial Guinea,2001,,,Catholic,
308,Bubis,Equatorial Guinea,2002,,,Catholic,
308,Bubis,Equatorial Guinea,2003,,,Catholic,
308,Bubis,Equatorial Guinea,2004,,,Catholic,
308,Bubis,Equatorial Guinea,2005,,,Catholic,
309,Oromos,Ethiopia,1973,0.97,9022360,Sunni Muslim,Christian
309,Oromos,Ethiopia,1974,0.94,9262095,Sunni Muslim,Christian
309,Oromos,Ethiopia,1975,0.92,9467185,Sunni Muslim,Christian
309,Oromos,Ethiopia,1976,0.91,9630353,Sunni Muslim,Christian
309,Oromos,Ethiopia,1977,0.89,9760904,Sunni Muslim,Christian
309,Oromos,Ethiopia,1978,0.88,9881853,Sunni Muslim,Christian
309,Oromos,Ethiopia,1979,0.87,10025605,Sunni Muslim,Christian
309,Oromos,Ethiopia,1980,0.85,10215693,Sunni Muslim,Christian
309,Oromos,Ethiopia,1981,0.83,10460703,Sunni Muslim,Christian
309,Oromos,Ethiopia,1982,0.81,10754518,Sunni Muslim,Christian
309,Oromos,Ethiopia,1983,0.79,11088077,Sunni Muslim,Christian
309,Oromos,Ethiopia,1984,0.76,11446122,Sunni Muslim,Christian
309,Oromos,Ethiopia,1985,0.74,11817579,Sunni Muslim,Christian
309,Oromos,Ethiopia,1986,0.71,12199428,Sunni Muslim,Christian
309,Oromos,Ethiopia,1987,0.69,12595809,Sunni Muslim,Christian
309,Oromos,Ethiopia,1988,0.67,13010919,Sunni Muslim,Christian
309,Oromos,Ethiopia,1989,0.65,13451360,Sunni Muslim,Christian
309,Oromos,Ethiopia,1990,0.63,13921002,Sunni Muslim,Christian
309,Oromos,Ethiopia,1991,0.6,14421620,Sunni Muslim,Christian
309,Oromos,Ethiopia,1992,0.58,14948838,Sunni Muslim,Christian
309,Oromos,Ethiopia,1993,0.56,15493018,Sunni Muslim,Christian
309,Oromos,Ethiopia,1994,0.54,18976743,Sunni Muslim,Christian
309,Oromos,Ethiopia,1995,0.53,19618775,Sunni Muslim,Christian
309,Oromos,Ethiopia,1996,0.51,20250046,Sunni Muslim,Christian
309,Oromos,Ethiopia,1997,0.49,20873851,Sunni Muslim,Christian
309,Oromos,Ethiopia,1998,0.48,21496406,Sunni Muslim,Christian
309,Oromos,Ethiopia,1999,0.47,22127560,Sunni Muslim,Christian
309,Oromos,Ethiopia,2000,0.45,22774712,Sunni Muslim,Christian
309,Oromos,Ethiopia,2001,0.44,23440025,Sunni Muslim,Christian
309,Oromos,Ethiopia,2002,0.43,24121865,Sunni Muslim,Christian
309,Oromos,Ethiopia,2003,0.42,24819463,Sunni Muslim,Christian
309,Oromos,Ethiopia,2004,0.39,25530967,Sunni Muslim,Christian
309,Oromos,Ethiopia,2005,0.39,26255496,Sunni Muslim,Christian
309,Oromos,Ethiopia,2006,0.39,26992438,Sunni Muslim,Christian
309,Oromos,Ethiopia,2007,0.37,27743907,Sunni Muslim,Christian
309,Oromos,Ethiopia,2008,0.36,28514894,Sunni Muslim,Christian
309,Oromos,Ethiopia,2009,0.35,29311946,Sunni Muslim,Christian
309,Oromos,Ethiopia,2010,0.34,30139383,Sunni Muslim,Christian
309,Oromos,Ethiopia,2011,0.33,30999121,Sunni Muslim,Christian
309,Oromos,Ethiopia,2012,0.32,31888809,Sunni Muslim,Christian
309,Oromos,Ethiopia,2013,0.31,32803174,Sunni Muslim,Christian
309,Oromos,Ethiopia,2014,0.31,33734617,Sunni Muslim,Christian
309,Oromos,Ethiopia,2015,0.3,34677312,Sunni Muslim,Christian
309,Oromos,Ethiopia,2016,0.29,35629230,Sunni Muslim,Christian
309,Oromos,Ethiopia,2017,0.28,36590935,Sunni Muslim,Christian
309,Oromos,Ethiopia,2018,0.27,37562275,Sunni Muslim,Christian
309,Oromos,Ethiopia,2019,0.27,38543874,Sunni Muslim,Christian
309,Oromos,Ethiopia,2020,0.26,39535976,Sunni Muslim,Christian
310,Adzhars,Georgia,1991,0.06,330238,Christian,Sunni Muslim
310,Adzhars,Georgia,1992,0.06,330238,Christian,Sunni Muslim
310,Adzhars,Georgia,1993,0.06,330238,Christian,Sunni Muslim
310,Adzhars,Georgia,1994,0.06,330238,Christian,Sunni Muslim
310,Adzhars,Georgia,1995,0.07,330238,Christian,Sunni Muslim
310,Adzhars,Georgia,1996,0.07,330238,Christian,Sunni Muslim
310,Adzhars,Georgia,1997,0.07,330238,Christian,Sunni Muslim
310,Adzhars,Georgia,1998,0.07,330238,Christian,Sunni Muslim
310,Adzhars,Georgia,1999,0.07,330238,Christian,Sunni Muslim
310,Adzhars,Georgia,2000,0.08,330238,Christian,Sunni Muslim
310,Adzhars,Georgia,2001,0.08,330238,Christian,Sunni Muslim
310,Adzhars,Georgia,2002,0.08,330238,Christian,Sunni Muslim
310,Adzhars,Georgia,2003,0.08,330238,Christian,Sunni Muslim
310,Adzhars,Georgia,2004,0.08,331389,Christian,Sunni Muslim
310,Adzhars,Georgia,2005,0.08,330225,Christian,Sunni Muslim
310,Adzhars,Georgia,2006,0.08,329100,Christian,Sunni Muslim
310,Adzhars,Georgia,2007,0.08,330238,Christian,Sunni Muslim
310,Adzhars,Georgia,2008,0.08,330238,Christian,Sunni Muslim
310,Adzhars,Georgia,2009,0.08,330238,Christian,Sunni Muslim
310,Adzhars,Georgia,2010,0.08,330238,Christian,Sunni Muslim
310,Adzhars,Georgia,2011,0.08,330238,Christian,Sunni Muslim
310,Adzhars,Georgia,2012,0.08,330238,Christian,Sunni Muslim
310,Adzhars,Georgia,2013,0.08,330238,Christian,Sunni Muslim
310,Adzhars,Georgia,2014,0.08,330238,Christian,Sunni Muslim
311,South Ossetians,Georgia,1993,0.02,166687,Christian,
311,South Ossetians,Georgia,1994,0.02,163108,Christian,
311,South Ossetians,Georgia,1995,0.02,159240,Christian,
311,South Ossetians,Georgia,1996,0.02,155092,Christian,
311,South Ossetians,Georgia,1997,0.02,150707,Christian,
311,South Ossetians,Georgia,1998,0.02,146413,Christian,
311,South Ossetians,Georgia,1999,0.02,142613,Christian,
311,South Ossetians,Georgia,2000,0.02,139590,Christian,
311,South Ossetians,Georgia,2001,0.02,137503,Christian,
311,South Ossetians,Georgia,2002,0.02,136274,Christian,
311,South Ossetians,Georgia,2003,0.02,67823,Christian,
311,South Ossetians,Georgia,2004,0.02,67613,Christian,
311,South Ossetians,Georgia,2005,0.02,67363,Christian,
311,South Ossetians,Georgia,2006,0.02,67036,Christian,
311,South Ossetians,Georgia,2007,0.02,66670,Christian,
311,South Ossetians,Georgia,2008,0.02,66282,Christian,
311,South Ossetians,Georgia,2009,0.02,65912,Christian,
311,South Ossetians,Georgia,2010,0.02,65586,Christian,
311,South Ossetians,Georgia,2011,0.02,65296,Christian,
311,South Ossetians,Georgia,2012,0.02,65026,Christian,
311,South Ossetians,Georgia,2013,0.02,64779,Christian,
311,South Ossetians,Georgia,2014,0.02,64565,Christian,
311,South Ossetians,Georgia,2015,0.02,64387,Christian,
311,South Ossetians,Georgia,2016,0.02,64247,Christian,
311,South Ossetians,Georgia,2017,0.02,64140,Christian,
311,South Ossetians,Georgia,2018,0.02,64047,Christian,
311,South Ossetians,Georgia,2019,0.02,63948,Christian,
311,South Ossetians,Georgia,2020,0.02,63827,Christian,
312,Mizos,India,1960,,450548,Protestant,
312,Mizos,India,1961,,459642,Protestant,
312,Mizos,India,1962,,469077,Protestant,
312,Mizos,India,1963,,478826,Protestant,
312,Mizos,India,1964,,488848,Protestant,
312,Mizos,India,1965,,499123,Protestant,
312,Mizos,India,1966,,509632,Protestant,
312,Mizos,India,1967,,520401,Protestant,
312,Mizos,India,1968,,531514,Protestant,
312,Mizos,India,1969,,543084,Protestant,
312,Mizos,India,1970,,555190,Protestant,
312,Mizos,India,1971,,567868,Protestant,
312,Mizos,India,1972,,581087,Protestant,
312,Mizos,India,1973,,594770,Protestant,
312,Mizos,India,1974,,608803,Protestant,
312,Mizos,India,1975,,623103,Protestant,
312,Mizos,India,1976,,637630,Protestant,
312,Mizos,India,1977,,652409,Protestant,
312,Mizos,India,1978,,667500,Protestant,
312,Mizos,India,1979,,682995,Protestant,
312,Mizos,India,1980,,698953,Protestant,
312,Mizos,India,1981,,715385,Protestant,
312,Mizos,India,1982,,732239,Protestant,
312,Mizos,India,1983,,749429,Protestant,
312,Mizos,India,1984,,766833,Protestant,
312,Mizos,India,1985,,784360,Protestant,
312,Mizos,India,1986,,801975,Protestant,
313,Tripuras,India,1968,0,531514,Hindu,
313,Tripuras,India,1969,0,543084,Hindu,
313,Tripuras,India,1970,0,555190,Hindu,
313,Tripuras,India,1971,0,567868,Hindu,
313,Tripuras,India,1972,0,581087,Hindu,
313,Tripuras,India,1973,0,594770,Hindu,
313,Tripuras,India,1974,0,608803,Hindu,
313,Tripuras,India,1975,0,623103,Hindu,
313,Tripuras,India,1976,0,637630,Hindu,
313,Tripuras,India,1977,0,652409,Hindu,
313,Tripuras,India,1978,0,667500,Hindu,
313,Tripuras,India,1979,0,682995,Hindu,
313,Tripuras,India,1980,0,698953,Hindu,
313,Tripuras,India,1981,0,715385,Hindu,
313,Tripuras,India,1982,0,732239,Hindu,
313,Tripuras,India,1983,0,749429,Hindu,
313,Tripuras,India,1984,0,766833,Hindu,
313,Tripuras,India,1985,0,784360,Hindu,
313,Tripuras,India,1986,0,801975,Hindu,
313,Tripuras,India,1987,0,819682,Hindu,
313,Tripuras,India,1988,0,837469,Hindu,
313,Tripuras,India,1989,0,855335,Hindu,
313,Tripuras,India,1990,0,873278,Hindu,
313,Tripuras,India,1991,0,891273,Hindu,
313,Tripuras,India,1992,0,909307,Hindu,
313,Tripuras,India,1993,0,927404,Hindu,
313,Tripuras,India,1994,0,945602,Hindu,
313,Tripuras,India,1995,0,963923,Hindu,
313,Tripuras,India,1996,0,982365,Hindu,
313,Tripuras,India,1997,0,1000900,Hindu,
313,Tripuras,India,1998,0,1019484,Hindu,
313,Tripuras,India,1999,0,1038058,Hindu,
313,Tripuras,India,2000,0,1056576,Hindu,
313,Tripuras,India,2001,0,1075000,Hindu,
313,Tripuras,India,2002,0,1093317,Hindu,
313,Tripuras,India,2003,0,1111523,Hindu,
313,Tripuras,India,2004,0,1129623,Hindu,
313,Tripuras,India,2005,0,1147610,Hindu,
313,Tripuras,India,2006,0,1165486,Hindu,
313,Tripuras,India,2007,0,1183209,Hindu,
313,Tripuras,India,2008,0,1200670,Hindu,
313,Tripuras,India,2009,0,1217726,Hindu,
313,Tripuras,India,2010,0,1234281,Hindu,
313,Tripuras,India,2011,0,1250288,Hindu,
313,Tripuras,India,2012,0,1265780,Hindu,
313,Tripuras,India,2013,0,1280842,Hindu,
313,Tripuras,India,2014,0,1295601,Hindu,
313,Tripuras,India,2015,0,1310152,Hindu,
313,Tripuras,India,2016,0,1324517,Hindu,
313,Tripuras,India,2017,0,1338677,Hindu,
313,Tripuras,India,2018,0,1352642,Hindu,
313,Tripuras,India,2019,0,1366418,Hindu,
313,Tripuras,India,2020,0,1380004,Hindu,
315,Kurds,Iran,1960,0.28,6081449,Sunni Muslim,
315,Kurds,Iran,1961,0.27,6081449,Sunni Muslim,
315,Kurds,Iran,1962,0.26,6081449,Sunni Muslim,
315,Kurds,Iran,1963,0.26,6081449,Sunni Muslim,
315,Kurds,Iran,1964,0.25,6081449,Sunni Muslim,
315,Kurds,Iran,1965,0.24,6081449,Sunni Muslim,
315,Kurds,Iran,1966,0.24,6081449,Sunni Muslim,
315,Kurds,Iran,1967,0.23,6081449,Sunni Muslim,
315,Kurds,Iran,1968,0.22,6081449,Sunni Muslim,
315,Kurds,Iran,1969,0.22,6081449,Sunni Muslim,
315,Kurds,Iran,1970,0.21,6081449,Sunni Muslim,
315,Kurds,Iran,1971,0.21,6081449,Sunni Muslim,
315,Kurds,Iran,1972,0.2,6081449,Sunni Muslim,
315,Kurds,Iran,1973,0.2,6081449,Sunni Muslim,
315,Kurds,Iran,1974,0.19,6081449,Sunni Muslim,
315,Kurds,Iran,1975,0.19,6081449,Sunni Muslim,
315,Kurds,Iran,1976,0.18,6081449,Sunni Muslim,
315,Kurds,Iran,1977,0.17,6081449,Sunni Muslim,
315,Kurds,Iran,1978,0.17,6081449,Sunni Muslim,
315,Kurds,Iran,1979,0.16,6081449,Sunni Muslim,
315,Kurds,Iran,1980,0.16,6081449,Sunni Muslim,
315,Kurds,Iran,1981,0.15,6081449,Sunni Muslim,
315,Kurds,Iran,1982,0.15,6081449,Sunni Muslim,
315,Kurds,Iran,1983,0.14,6081449,Sunni Muslim,
315,Kurds,Iran,1984,0.13,6081449,Sunni Muslim,
315,Kurds,Iran,1985,0.13,6081449,Sunni Muslim,
315,Kurds,Iran,1986,0.12,6081449,Sunni Muslim,
315,Kurds,Iran,1987,0.12,6081449,Sunni Muslim,
315,Kurds,Iran,1988,0.11,6081449,Sunni Muslim,
315,Kurds,Iran,1989,0.11,6081449,Sunni Muslim,
315,Kurds,Iran,1990,0.11,6081449,Sunni Muslim,
315,Kurds,Iran,1991,0.11,6081449,Sunni Muslim,
315,Kurds,Iran,1992,0.1,6081449,Sunni Muslim,
315,Kurds,Iran,1993,0.1,6081449,Sunni Muslim,
315,Kurds,Iran,1994,0.1,6081449,Sunni Muslim,
315,Kurds,Iran,1995,0.1,6081449,Sunni Muslim,
315,Kurds,Iran,1996,0.1,6081449,Sunni Muslim,
315,Kurds,Iran,1997,0.1,6081449,Sunni Muslim,
315,Kurds,Iran,1998,0.1,6081449,Sunni Muslim,
315,Kurds,Iran,1999,0.09,6081449,Sunni Muslim,
315,Kurds,Iran,2000,0.09,6081449,Sunni Muslim,
315,Kurds,Iran,2001,0.09,6081449,Sunni Muslim,
315,Kurds,Iran,2002,0.09,6081449,Sunni Muslim,
315,Kurds,Iran,2003,0.09,6081449,Sunni Muslim,
315,Kurds,Iran,2004,0.09,6046662,Sunni Muslim,
315,Kurds,Iran,2005,0.09,6085299,Sunni Muslim,
315,Kurds,Iran,2006,0.09,6112385,Sunni Muslim,
315,Kurds,Iran,2007,0.09,6081449,Sunni Muslim,
315,Kurds,Iran,2008,0.08,6081449,Sunni Muslim,
315,Kurds,Iran,2009,0.08,6081449,Sunni Muslim,
315,Kurds,Iran,2010,0.08,6081449,Sunni Muslim,
315,Kurds,Iran,2011,0.08,6081449,Sunni Muslim,
315,Kurds,Iran,2012,0.08,6081449,Sunni Muslim,
315,Kurds,Iran,2013,0.08,6081449,Sunni Muslim,
315,Kurds,Iran,2014,0.08,6081449,Sunni Muslim,
315,Kurds,Iran,2015,0.08,6081449,Sunni Muslim,
315,Kurds,Iran,2016,0.08,6081449,Sunni Muslim,
315,Kurds,Iran,2017,0.08,6081449,Sunni Muslim,
315,Kurds,Iran,2018,0.07,6081449,Sunni Muslim,
315,Kurds,Iran,2019,0.07,6081449,Sunni Muslim,
315,Kurds,Iran,2020,0.07,6081449,Sunni Muslim,
316,Uzbeks,Kyrgyzstan,1995,0.16,720608,Sunni Muslim,
316,Uzbeks,Kyrgyzstan,1996,0.16,720608,Sunni Muslim,
316,Uzbeks,Kyrgyzstan,1997,0.15,720608,Sunni Muslim,
316,Uzbeks,Kyrgyzstan,1998,0.15,720608,Sunni Muslim,
316,Uzbeks,Kyrgyzstan,1999,0.15,720608,Sunni Muslim,
316,Uzbeks,Kyrgyzstan,2000,0.15,720608,Sunni Muslim,
316,Uzbeks,Kyrgyzstan,2001,0.15,720608,Sunni Muslim,
316,Uzbeks,Kyrgyzstan,2002,0.14,720608,Sunni Muslim,
316,Uzbeks,Kyrgyzstan,2003,0.14,720608,Sunni Muslim,
316,Uzbeks,Kyrgyzstan,2004,0.14,711400,Sunni Muslim,
316,Uzbeks,Kyrgyzstan,2005,0.14,720479,Sunni Muslim,
316,Uzbeks,Kyrgyzstan,2006,0.14,729946,Sunni Muslim,
316,Uzbeks,Kyrgyzstan,2007,0.14,720608,Sunni Muslim,
316,Uzbeks,Kyrgyzstan,2008,0.14,720608,Sunni Muslim,
