kgcid,groupname,country,year,relative_size,size,religion_1,religion_2,region,civil_war,civil_war_onset,civil_war_prev_yr,milex,population,gdp,uds,checks,fh_political_rights,fh_civil_liberties,fh_status,polity_democracy,polity_autocracy,polity_total
304,Indigenous Peoples,Brazil,1998,0,346387,Catholic,Traditional,Latin America & Caribbean,0,0,0,14357357046.8411,169785253,863711007325.493,0.657249813861568,6,3,4,PF,8,0,8
304,Indigenous Peoples,Brazil,1999,0,346387,Catholic,Traditional,Latin America & Caribbean,0,0,0,9866973918.50843,172318674,599642075004.471,0.62781609565857,4,3,4,PF,8,0,8
304,Indigenous Peoples,Brazil,2000,0,346387,Catholic,Traditional,Latin America & Caribbean,0,0,0,11344032534.9018,174790339,655448188259.351,0.765708448813093,4,3,3,PF,8,0,8
304,Indigenous Peoples,Brazil,2001,0,346387,Catholic,Traditional,Latin America & Caribbean,0,0,0,10930231568.3746,177196051,559983704094.17,0.68248956131707,4,3,3,PF,8,0,8
304,Indigenous Peoples,Brazil,2002,0,346387,Catholic,Traditional,Latin America & Caribbean,0,0,0,9664561903.32699,179537523,509795270685.19,0.737966322359345,4,2,3,F,8,0,8
304,Indigenous Peoples,Brazil,2003,0,346387,Catholic,Traditional,Latin America & Caribbean,0,0,0,8392905884.03499,181809244,558233724164.711,0.688128716037564,5,2,3,F,8,0,8
304,Indigenous Peoples,Brazil,2004,0,354328,Catholic,Traditional,Latin America & Caribbean,0,0,0,9780111585.16574,184006479,669289321944.516,0.681797274600096,5,2,3,F,8,0,8
304,Indigenous Peoples,Brazil,2005,0,340188,Catholic,Traditional,Latin America & Caribbean,0,0,0,13588619736.3611,186127108,891633826603.377,0.808038448085816,5,2,2,F,8,0,8
304,Indigenous Peoples,Brazil,2006,0,344644,Catholic,Traditional,Latin America & Caribbean,0,0,0,16404867307.489,188167353,1107626711406.63,0.870327283213933,5,2,2,F,8,0,8
304,Indigenous Peoples,Brazil,2007,0,346387,Catholic,Traditional,Latin America & Caribbean,0,0,0,20485758014.6477,190130445,1397114247331.17,0.780765992693086,5,2,2,F,8,0,8
304,Indigenous Peoples,Brazil,2008,0,346387,Catholic,Traditional,Latin America & Caribbean,0,0,0,24452903035.8224,192030362,1695855391810.9,0.871540308573589,5,2,2,F,8,0,8
304,Indigenous Peoples,Brazil,2009,0,346387,Catholic,Traditional,Latin America & Caribbean,0,0,0,25648809910.8246,193886505,1666996294372.87,0.764656212328754,5,2,2,F,8,0,8
304,Indigenous Peoples,Brazil,2010,0,346387,Catholic,Traditional,Latin America & Caribbean,0,0,0,34002944470.0238,195713637,2208838108577.09,0.919775547985012,5,2,2,F,8,0,8
304,Indigenous Peoples,Brazil,2011,0,346387,Catholic,Traditional,Latin America & Caribbean,0,0,0,36936209895.8053,197514541,2616156606666.62,0.816190608323025,5,2,2,F,8,0,8
304,Indigenous Peoples,Brazil,2012,0,346387,Catholic,Traditional,Latin America & Caribbean,0,0,0,33987005074.0629,199287292,2465228293894.01,0.817655159596733,5,2,2,F,8,0,8
304,Indigenous Peoples,Brazil,2013,0,346387,Catholic,Traditional,Latin America & Caribbean,0,0,0,32874787230.5887,201035904,2472819362216.69,,5,2,2,F,8,0,8
304,Indigenous Peoples,Brazil,2014,0,346387,Catholic,Traditional,Latin America & Caribbean,0,0,0,32660239369.4526,202763744,2456043766028.73,,5,2,2,F,8,0,8
304,Indigenous Peoples,Brazil,2015,0,346387,Catholic,Traditional,Latin America & Caribbean,0,0,0,24617701683.0655,204471759,1802211999538.68,,5,2,2,F,8,0,8
304,Indigenous Peoples,Brazil,2016,0,346387,Catholic,Traditional,Latin America & Caribbean,0,0,0,24224746901.4667,206163056,1795693265810.23,,5,2,2,F,8,0,8
304,Indigenous Peoples,Brazil,2017,0,346387,Catholic,Traditional,Latin America & Caribbean,0,0,0,29261833096.6693,207833825,2063514688761.98,,4,2,2,F,8,0,8
304,Indigenous Peoples,Brazil,2018,0,346387,Catholic,Traditional,Latin America & Caribbean,0,0,0,28177406872.2637,209469320,1916933708381.89,,4,2,2,F,8,0,8
304,Indigenous Peoples,Brazil,2019,0,346387,Catholic,Traditional,Latin America & Caribbean,0,0,0,25906871196.7546,211049519,1877824273720.78,,4,2,2,F,,,
304,Indigenous Peoples,Brazil,2020,0,346387,Catholic,Traditional,Latin America & Caribbean,0,0,0,19736347758.5872,212559409,1444733258971.65,,4,2,3,F,,,
305,Indigenous Peoples,Chile,1984,0.01,159938,Catholic,Traditional,Latin America & Caribbean,0,0,0,1462262953.46653,12078137,19622527479.6913,-0.693736874913692,1,6,5,PF,0,6,-6
305,Indigenous Peoples,Chile,1985,0.01,159938,Catholic,Traditional,Latin America & Caribbean,0,0,0,1137635210.74226,12257238,17702885393.5099,-0.646716709656224,1,6,5,PF,0,6,-6
305,Indigenous Peoples,Chile,1986,0.01,159938,Catholic,Traditional,Latin America & Caribbean,0,0,0,1114393821.59332,12445833,18891048818.7425,-0.697779485473768,1,6,5,PF,0,6,-6
305,Indigenous Peoples,Chile,1987,0.01,159938,Catholic,Traditional,Latin America & Caribbean,0,0,0,1166781369.7831,12642917,22255407684.6999,-0.698911106399898,1,6,5,PF,0,6,-6
305,Indigenous Peoples,Chile,1988,0.01,159938,Catholic,Traditional,Latin America & Caribbean,0,0,0,999951022.807046,12847712,26040229793.0697,-0.536986887164192,1,5,4,PF,2,3,-1
305,Indigenous Peoples,Chile,1989,0.01,159938,Catholic,Traditional,Latin America & Caribbean,0,0,0,988934423.159046,13058758,29885685142.9107,-0.0161679602986162,1,4,3,PF,8,0,8
305,Indigenous Peoples,Chile,1990,0.01,159938,Catholic,Traditional,Latin America & Caribbean,0,0,0,1031475584.0382,13274617,33113887817.9731,0.64620306043553,4,2,2,F,8,0,8
305,Indigenous Peoples,Chile,1991,0.01,159938,Catholic,Traditional,Latin America & Caribbean,0,0,0,1038039494.18125,13495255,37834793730.3133,0.64769435348169,4,2,2,F,8,0,8
305,Indigenous Peoples,Chile,1992,0.01,159938,Catholic,Traditional,Latin America & Caribbean,0,0,0,1168858391.06836,13719818,45964327558.8836,0.645633206196155,4,2,2,F,8,0,8
305,Indigenous Peoples,Chile,1993,0.01,159938,Catholic,Traditional,Latin America & Caribbean,0,0,0,1291053675.96483,13944934,49297773130.1185,0.644012815339475,4,2,2,F,8,0,8
305,Indigenous Peoples,Chile,1994,0.01,159938,Catholic,Traditional,Latin America & Caribbean,0,0,0,1466048831.80184,14166346,57008425295.8256,0.645992431523142,4,2,2,F,8,0,8
305,Indigenous Peoples,Chile,1995,0.01,159938,Catholic,Traditional,Latin America & Caribbean,0,0,0,1827997368.77257,14380864,73447063319.3034,0.640604416675736,4,2,2,F,8,0,8
305,Indigenous Peoples,Chile,1996,0.01,159938,Catholic,Traditional,Latin America & Caribbean,0,0,0,1904105834.32581,14587367,78039572221.6024,0.643837168379729,4,2,2,F,8,0,8
305,Indigenous Peoples,Chile,1997,0.01,159938,Catholic,Traditional,Latin America & Caribbean,0,0,0,2120702607.94906,14786227,84952360922.4679,0.646805485171023,4,2,2,F,8,0,8
305,Indigenous Peoples,Chile,1998,0.01,159938,Catholic,Traditional,Latin America & Caribbean,0,0,0,2112373122.91435,14977736,81577430181.4074,0.605801111870497,4,3,2,F,8,0,8
305,Indigenous Peoples,Chile,1999,0.01,159938,Catholic,Traditional,Latin America & Caribbean,0,0,0,2043134811.5186,15162801,75173794497.0321,0.628137426363514,4,2,2,F,8,0,8
305,Indigenous Peoples,Chile,2000,0.01,159938,Catholic,Traditional,Latin America & Caribbean,0,0,0,2103460609.68852,15342350,77860932151.8471,0.743419030068718,4,2,2,F,9,0,9
305,Indigenous Peoples,Chile,2001,0.01,159938,Catholic,Traditional,Latin America & Caribbean,0,0,0,1893098223.76358,15516112,70979923960.3742,0.672780403736797,4,2,2,F,9,0,9
305,Indigenous Peoples,Chile,2002,0.01,159938,Catholic,Traditional,Latin America & Caribbean,0,0,0,1779553137.6599,15684413,69736811435.1032,0.735641705517511,2,2,1,F,9,0,9
305,Indigenous Peoples,Chile,2003,0.01,159938,Catholic,Traditional,Latin America & Caribbean,0,0,0,2067983997.63957,15849649,75643459839.6008,0.814682996684905,2,1,1,F,9,0,9
305,Indigenous Peoples,Chile,2004,0.01,158356,Catholic,Traditional,Latin America & Caribbean,0,0,0,2687320865.78325,16014972,99210392857.6116,0.813295854220189,2,1,1,F,9,0,9
305,Indigenous Peoples,Chile,2005,0.01,159950,Catholic,Traditional,Latin America & Caribbean,0,0,0,3100391590.8019,16182713,122964812046.073,0.817191776896994,2,1,1,F,9,0,9
305,Indigenous Peoples,Chile,2006,0.01,161508,Catholic,Traditional,Latin America & Caribbean,0,0,0,3855358068.9265,16354507,154788024805.808,1.12924414749657,2,1,1,F,10,0,10
305,Indigenous Peoples,Chile,2007,0.01,159938,Catholic,Traditional,Latin America & Caribbean,0,0,0,4022478103.75452,16530201,173605968179.255,1.18405678888031,2,1,1,F,10,0,10
305,Indigenous Peoples,Chile,2008,0.01,159938,Catholic,Traditional,Latin America & Caribbean,0,0,0,4641877575.55109,16708255,179638496278.574,1.13099022869052,2,1,1,F,10,0,10
305,Indigenous Peoples,Chile,2009,0.01,159938,Catholic,Traditional,Latin America & Caribbean,0,0,0,3902221588.27515,16886184,172389498444.62,1.18029947009997,2,1,1,F,10,0,10
305,Indigenous Peoples,Chile,2010,0.01,159938,Catholic,Traditional,Latin America & Caribbean,0,0,0,4894081125.09775,17062531,218537551220.071,1.18487650806102,5,1,1,F,10,0,10
305,Indigenous Peoples,Chile,2011,0.01,159938,Catholic,Traditional,Latin America & Caribbean,0,0,0,5686752069.60146,17233584,252251992029.442,1.25807851318821,4,1,1,F,10,0,10
305,Indigenous Peoples,Chile,2012,0.01,159938,Catholic,Traditional,Latin America & Caribbean,0,0,0,5466101782.01784,17400359,267122320056.702,1.261314752133,4,1,1,F,10,0,10
305,Indigenous Peoples,Chile,2013,0.01,159938,Catholic,Traditional,Latin America & Caribbean,0,0,0,5529879480.60969,17571511,278384332694.359,,4,1,1,F,10,0,10
305,Indigenous Peoples,Chile,2014,0.01,159938,Catholic,Traditional,Latin America & Caribbean,0,0,0,5102777422.11734,17758969,260541637327.864,,2,1,1,F,10,0,10
305,Indigenous Peoples,Chile,2015,0.01,159938,Catholic,Traditional,Latin America & Caribbean,0,0,0,4630772773.72175,17969356,243919079437.373,,2,1,1,F,10,0,10
305,Indigenous Peoples,Chile,2016,0.01,159938,Catholic,Traditional,Latin America & Caribbean,0,0,0,4796010962.08952,18209072,250440149690.889,,2,1,1,F,10,0,10
305,Indigenous Peoples,Chile,2017,0.01,159938,Catholic,Traditional,Latin America & Caribbean,0,0,0,5370018134.87068,18470435,277034675515.671,,2,1,1,F,10,0,10
305,Indigenous Peoples,Chile,2018,0.01,159938,Catholic,Traditional,Latin America & Caribbean,0,0,0,5545831932.77856,18729166,297571693064.212,,5,1,1,F,10,0,10
305,Indigenous Peoples,Chile,2019,0.01,159938,Catholic,Traditional,Latin America & Caribbean,0,0,0,5182156528.66016,18952035,279385487344.526,,5,1,2,F,,,
305,Indigenous Peoples,Chile,2020,0.01,159938,Catholic,Traditional,Latin America & Caribbean,0,0,0,4600739697.2954,19116209,252940023046.011,,5,1,1,F,,,
306,Bakongo,Congo-Kinshasa,1960,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,1961,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,1962,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,1963,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,1964,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,1965,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,1966,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,1967,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,1968,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,1969,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,1970,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,1971,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,1972,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,1973,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,1974,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,1975,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,1976,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,1977,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,1978,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,1979,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,1980,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,1981,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,1982,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,1983,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,1984,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,1985,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,1986,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,1987,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,1988,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,1989,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,1990,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,1991,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,1992,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,1993,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,1994,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,1995,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,1996,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,1997,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,1998,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,1999,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,2000,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,2001,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,2002,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,2003,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,2004,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,2005,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,2006,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,2007,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,2008,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,2009,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,2010,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,2011,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,2012,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,2013,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,2014,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,2015,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,2016,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,2017,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,2018,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,2019,,,Christian,Traditional,,,,,,,,,,,,,,,
306,Bakongo,Congo-Kinshasa,2020,,,Christian,Traditional,,,,,,,,,,,,,,,
307,Serbs,Croatia,1991,,202313,Christian,"",,,,,,,,,,,,,,,
307,Serbs,Croatia,1992,0.04,577410,Christian,"",Europe & Central Asia,1,1,0,782003661.25075,4732866,,0.127255539489724,,4,4,PF,1,4,-3
307,Serbs,Croatia,1993,0.04,573100,Christian,"",Europe & Central Asia,1,0,1,1168936758.72763,4697537,,0.130010395565927,2,4,4,PF,1,4,-3
307,Serbs,Croatia,1994,0.04,568252,Christian,"",Europe & Central Asia,0,0,0,1625222365.41786,4657800,,0.127824757335682,2,4,4,PF,1,4,-3
307,Serbs,Croatia,1995,0.04,563245,Christian,"",Europe & Central Asia,1,0,1,2060388930.09811,4616763,22717081924.7143,0.0944484851984891,2,4,4,PF,0,5,-5
307,Serbs,Croatia,1996,0.04,205870,Christian,"",Europe & Central Asia,0,0,0,1938698897.34568,4574888,24075166261.3779,0.0929368826195481,2,4,4,PF,0,5,-5
307,Serbs,Croatia,1997,0.04,203958,Christian,"",Europe & Central Asia,0,0,0,1797184680.66318,4532405,24091170702.5562,0.0604946113083741,2,4,4,PF,0,5,-5
307,Serbs,Croatia,1998,0.05,202136,Christian,"",Europe & Central Asia,0,0,0,1427264826.84272,4491906,25792876643.5087,0.0552964662361491,2,4,4,PF,0,5,-5
307,Serbs,Croatia,1999,0.05,200540,Christian,"",Europe & Central Asia,0,0,0,1035949008.25958,4456446,23677307509.4663,0.176177976281933,2,4,4,PF,,,
307,Serbs,Croatia,2000,0.05,199263,Christian,"",Europe & Central Asia,0,0,0,659775033.312514,4428075,21839780971.0268,0.650529525255332,4,2,3,F,8,0,8
307,Serbs,Croatia,2001,0.05,198363,Christian,"",Europe & Central Asia,0,0,0,629464103.750626,4408073,23273640257.1968,0.772396711972231,3,2,2,F,8,0,8
307,Serbs,Croatia,2002,0.05,197811,Christian,"",Europe & Central Asia,0,0,0,733680739.054433,4395802,27074550257.8118,0.77468961843378,3,2,2,F,8,0,8
307,Serbs,Croatia,2003,0.05,197501,Christian,"",Europe & Central Asia,0,0,0,709399147.199764,4388909,34985749883.4171,0.776796145796852,3,2,2,F,8,0,8
307,Serbs,Croatia,2004,0.05,197274,Christian,"",Europe & Central Asia,0,0,0,730867004.51085,4383877,41958833541.0995,0.775843476579717,4,2,2,F,8,0,8
307,Serbs,Croatia,2005,0.05,197013,Christian,"",Europe & Central Asia,0,0,0,799160901.224358,4378066,45780237257.1867,0.79683659673427,4,2,2,F,9,0,9
307,Serbs,Croatia,2006,0.05,196685,Christian,"",Europe & Central Asia,0,0,0,849431034.689497,4370782,50860788253.2176,0.884263563447837,4,2,2,F,9,0,9
307,Serbs,Croatia,2007,0.05,196309,Christian,"",Europe & Central Asia,0,0,0,978853732.10005,4362427,60542673502.5324,0.862111469426842,4,2,2,F,9,0,9
307,Serbs,Croatia,2008,0.05,195869,Christian,"",Europe & Central Asia,0,0,0,1295957074.30943,4352639,70750646248.0563,0.925787747799837,3,2,2,F,9,0,9
307,Serbs,Croatia,2009,0.05,186674,Christian,"",Europe & Central Asia,0,0,0,1129098496.39001,4341261,63084004705.0807,0.952111551749865,3,1,2,F,9,0,9
307,Serbs,Croatia,2010,0.05,186111,Christian,"",Europe & Central Asia,0,0,0,1015876653.55283,4328163,60426018629.2992,0.822299241648234,3,1,2,F,9,0,9
307,Serbs,Croatia,2011,0.05,185463,Christian,"",Europe & Central Asia,0,0,0,1106464041.97707,4313098,63169910822.1285,0.761960912747696,4,1,2,F,9,0,9
307,Serbs,Croatia,2012,0.05,184722,Christian,"",Europe & Central Asia,0,0,0,955320163.615821,4295869,57192346923.335,0.763026494694929,3,1,2,F,9,0,9
307,Serbs,Croatia,2013,0.05,183893,Christian,"",Europe & Central Asia,0,0,0,956952644.05211,4276593,58889082315.336,,3,1,2,F,9,0,9
307,Serbs,Croatia,2014,0.05,182987,Christian,"",Europe & Central Asia,0,0,0,1063469743.28113,4255518,58330289756.6914,,3,1,2,F,9,0,9
307,Serbs,Croatia,2015,0.05,182014,Christian,"",Europe & Central Asia,0,0,0,883162983.266817,4232874,50163192883.1515,,3,1,2,F,9,0,9
307,Serbs,Croatia,2016,0.05,180970,Christian,"",Europe & Central Asia,0,0,0,836685042.08224,4208611,52295158344.2544,,4,1,2,F,9,0,9
307,Serbs,Croatia,2017,0.05,179862,Christian,"",Europe & Central Asia,0,0,0,920837052.918188,4182847,56214427431.2,,4,1,2,F,9,0,9
307,Serbs,Croatia,2018,0.05,178726,Christian,"",Europe & Central Asia,0,0,0,966358716.798887,4156407,62247874948.8225,,4,1,2,F,9,0,9
307,Serbs,Croatia,2019,0.05,177603,Christian,"",Europe & Central Asia,0,0,0,1001812141.34703,4130299,62246206340.5469,,4,1,2,F,,,
307,Serbs,Croatia,2020,0.05,176527,Christian,"",Europe & Central Asia,0,0,0,1034925914.72634,4105268,57203783203.0259,,4,1,2,F,,,
308,Bubis,Equatorial Guinea,1968,,,Catholic,"",Sub-Saharan Africa,0,0,0,,299416,67514285.7142857,-0.105024405597552,,,,"",3,1,2
308,Bubis,Equatorial Guinea,1969,,,Catholic,"",Sub-Saharan Africa,0,0,0,,304000,67225714.2857143,-0.83328019770479,,,,"",0,7,-7
308,Bubis,Equatorial Guinea,1970,,,Catholic,"",Sub-Saharan Africa,0,0,0,,303986,66331428.5714286,-0.827418776545028,,,,"",0,7,-7
308,Bubis,Equatorial Guinea,1971,,,Catholic,"",Sub-Saharan Africa,0,0,0,,298852,64946954.756798,-0.968138427310587,,,,"",0,7,-7
308,Bubis,Equatorial Guinea,1972,,,Catholic,"",Sub-Saharan Africa,0,0,0,,289508,65429198.238708,-0.95582153879219,,6,6,NF,0,7,-7
308,Bubis,Equatorial Guinea,1973,,,Catholic,"",Sub-Saharan Africa,0,0,0,,277656,81203226.9138345,-0.955116628608959,,6,6,NF,0,7,-7
308,Bubis,Equatorial Guinea,1974,,,Catholic,"",Sub-Saharan Africa,0,0,0,,265762,94159862.7073691,-0.952115717808192,,6,6,NF,0,7,-7
308,Bubis,Equatorial Guinea,1975,,,Catholic,"",Sub-Saharan Africa,0,0,0,,255808,104295643.388437,-1.04321669037053,1,6,7,NF,0,7,-7
308,Bubis,Equatorial Guinea,1976,,,Catholic,"",Sub-Saharan Africa,0,0,0,,247969,103653049.93797,-1.04632903150901,1,6,7,NF,0,7,-7
308,Bubis,Equatorial Guinea,1977,,,Catholic,"",Sub-Saharan Africa,0,0,0,,242160,103987520.075827,-1.19221294056118,1,7,7,NF,0,7,-7
308,Bubis,Equatorial Guinea,1978,,,Catholic,"",Sub-Saharan Africa,0,0,0,,239681,,-1.32187144860108,1,7,7,NF,0,7,-7
308,Bubis,Equatorial Guinea,1979,,,Catholic,"",Sub-Saharan Africa,0,0,0,,241977,,-1.14744217016366,1,7,6,NF,0,7,-7
308,Bubis,Equatorial Guinea,1980,,,Catholic,"",Sub-Saharan Africa,0,0,0,,249931,50642880.7737503,-1.3251572193809,1,7,6,NF,0,7,-7
308,Bubis,Equatorial Guinea,1981,,,Catholic,"",Sub-Saharan Africa,0,0,0,,264370,36731422.8456914,-1.14820843521104,1,,,"",0,7,-7
308,Bubis,Equatorial Guinea,1982,,,Catholic,"",Sub-Saharan Africa,0,0,0,,284638,44294647.733479,-1.15331409287889,1,7,6,NF,0,7,-7
308,Bubis,Equatorial Guinea,1983,,,Catholic,"",Sub-Saharan Africa,0,0,0,,308208,44442456.94764,-1.00771919117009,1,7,6,NF,0,7,-7
308,Bubis,Equatorial Guinea,1984,,,Catholic,"",Sub-Saharan Africa,0,0,0,,331554,50320914.4065688,-1.00217048740938,1,7,6,NF,0,7,-7
308,Bubis,Equatorial Guinea,1985,,,Catholic,"",Sub-Saharan Africa,0,0,0,,352116,62118564.8495425,-1.21125420810775,1,7,7,NF,0,7,-7
308,Bubis,Equatorial Guinea,1986,,,Catholic,"",Sub-Saharan Africa,0,0,0,,369024,76407396.7552964,-1.18005083280326,1,7,7,NF,0,7,-7
308,Bubis,Equatorial Guinea,1987,,,Catholic,"",Sub-Saharan Africa,0,0,0,,382977,93345847.7270322,-1.17781612326098,1,7,7,NF,0,7,-7
308,Bubis,Equatorial Guinea,1988,,,Catholic,"",Sub-Saharan Africa,0,0,0,,394973,100534663.294927,-1.35131684647454,1,7,7,NF,0,7,-7
308,Bubis,Equatorial Guinea,1989,,,Catholic,"",Sub-Saharan Africa,0,0,0,,406620,88265974.5843603,-1.18453098162282,1,7,7,NF,0,7,-7
308,Bubis,Equatorial Guinea,1990,,,Catholic,"",Sub-Saharan Africa,0,0,0,,419188,112119406.548331,-1.17922404969657,1,7,7,NF,0,7,-7
308,Bubis,Equatorial Guinea,1991,,,Catholic,"",Sub-Saharan Africa,0,0,0,,432844,110906032.075075,-1.18586600610985,1,7,7,NF,0,7,-7
308,Bubis,Equatorial Guinea,1992,,,Catholic,"",Sub-Saharan Africa,0,0,0,,447269,134707184.355541,-1.00589245336104,1,7,6,NF,0,7,-7
308,Bubis,Equatorial Guinea,1993,,,Catholic,"",Sub-Saharan Africa,0,0,0,,462637,136047896.155778,-0.955346899299745,1,7,7,NF,0,5,-5
308,Bubis,Equatorial Guinea,1994,,,Catholic,"",Sub-Saharan Africa,0,0,0,2379301.339145,479099,100807001.813926,-0.954457596021686,1,7,7,NF,0,5,-5
308,Bubis,Equatorial Guinea,1995,,,Catholic,"",Sub-Saharan Africa,0,0,0,3447875.17930554,496768,141853368.256815,-0.961111634105893,1,7,7,NF,0,5,-5
308,Bubis,Equatorial Guinea,1996,,,Catholic,"",Sub-Saharan Africa,0,0,0,,515844,232463036.435759,-0.955668203723618,1,7,7,NF,0,6,-6
308,Bubis,Equatorial Guinea,1997,,,Catholic,"",Sub-Saharan Africa,0,0,0,,536459,442337849.474377,-0.958188782771911,1,7,7,NF,0,6,-6
308,Bubis,Equatorial Guinea,1998,,,Catholic,"",Sub-Saharan Africa,0,0,0,,558496,370687618.717326,-0.952895728898304,1,7,7,NF,0,6,-6
308,Bubis,Equatorial Guinea,1999,,,Catholic,"",Sub-Saharan Africa,0,0,0,,581765,621117885.668503,-0.957303175729241,1,7,7,NF,0,6,-6
308,Bubis,Equatorial Guinea,2000,,,Catholic,"",Sub-Saharan Africa,0,0,0,,606180,1045998496.43872,-0.768048355140954,1,7,7,NF,0,6,-6
308,Bubis,Equatorial Guinea,2001,,,Catholic,"",Sub-Saharan Africa,0,0,0,,631662,1461139022.02954,-0.716529280508693,1,6,6,NF,0,6,-6
308,Bubis,Equatorial Guinea,2002,,,Catholic,"",Sub-Saharan Africa,0,0,0,,658388,1806742742.27311,-0.814554589486077,1,7,6,NF,0,6,-6
