kgcid,group,country,year,relative_size,religion_1,religion_2,civil_war,civil_war_onset,civil_war_prev_yr,milex,population,gdp,uds,checks,fh_political_rights,fh_civil_liberties,fh_status,polity_democracy,polity_autocracy,polity_total,election,referendum
306,Bakongo,Congo - Kinshasa,1995,0.103,Christian,Traditional,0,0,0,,42740354,5643439373.42693,-0.624819769,1,7,6,NF,,,,0,0
306,Bakongo,Congo - Kinshasa,1996,0.103,Christian,Traditional,1,1,1,89269879.9838198,43831229,5771454939.62404,-0.620416523,1,7,6,NF,,,,0,0
306,Bakongo,Congo - Kinshasa,1997,0.103,Christian,Traditional,1,0,1,83825040.9227607,44406190,6090840548.18784,-0.6301853,1,7,6,NF,,,,0,0
306,Bakongo,Congo - Kinshasa,1998,0.103,Christian,Traditional,1,0,1,26629667.191379,45238207,6217806273.17637,-0.629526439,1,7,6,NF,,,,0,0
306,Bakongo,Congo - Kinshasa,1999,0.103,Christian,Traditional,1,0,1,149277860.267765,46552842,4711259427.27273,-0.5999732,1,7,6,NF,,,,0,0
306,Bakongo,Congo - Kinshasa,2000,0.103,Christian,Traditional,1,0,1,132883821.703899,47901635,19088046305.7971,-0.53716656,1,7,6,NF,,,,0,0
306,Bakongo,Congo - Kinshasa,2001,0.103,Christian,Traditional,1,0,1,,49330999,7438189100.33333,-0.50637351,1,6,6,NF,,,,0,0
306,Bakongo,Congo - Kinshasa,2002,0.103,Christian,Traditional,0,0,0,,50882315,8728038525.14034,-0.50858657,1,6,6,NF,,,,0,0
306,Bakongo,Congo - Kinshasa,2003,0.103,Christian,Traditional,0,0,0,78708031.879861,52441828,8937567059.87754,-0.480641007,1,6,6,NF,,,,0,0
306,Bakongo,Congo - Kinshasa,2004,0.103,Christian,Traditional,0,0,0,137637805.525238,53969451,10297483481.223,-0.437901784,1,6,6,NF,,,,0,0
306,Bakongo,Congo - Kinshasa,2005,0.103,Christian,Traditional,1,1,1,165205060.897896,55661763,11964484667.9102,-0.404967174,1,6,6,NF,,,,0,1
306,Bakongo,Congo - Kinshasa,2006,0.103,Christian,Traditional,1,0,1,205102086.576592,57438730,14451902467.9315,-0.112181661,1,5,6,NF,6,1,5,3,0
306,Bakongo,Congo - Kinshasa,2007,0.103,Christian,Traditional,1,1,1,205217223.028544,59324531,16737071816.38,-0.110880459,4,5,6,NF,6,1,5,1,0
306,Bakongo,Congo - Kinshasa,2008,0.103,Christian,Traditional,1,0,1,159998426.584992,61254313,19788515873.8942,-0.17611604,4,6,6,NF,6,1,5,0,0
306,Bakongo,Congo - Kinshasa,2009,0.103,Christian,Traditional,0,0,0,122378010.980679,63245135,18648373312.4241,,4,6,6,NF,6,1,5,0,0
306,Bakongo,Congo - Kinshasa,2010,0.103,Christian,Traditional,0,0,0,183682097.50826,65295329,21565720044.4634,,4,6,6,NF,6,1,5,0,0
306,Bakongo,Congo - Kinshasa,2011,0.103,Christian,Traditional,1,1,1,238787546.588275,67487185,25839749198.8233,,4,6,6,NF,6,1,5,2,0
306,Bakongo,Congo - Kinshasa,2012,0.103,Christian,Traditional,1,0,1,332493979.374942,69821353,29306235826.3885,,5,6,6,NF,6,1,5,0,0
306,Bakongo,Congo - Kinshasa,2013,0.103,Christian,Traditional,1,1,1,374475653.351818,72174386,32679745297.6453,,5,6,6,NF,6,1,5,0,0
306,Bakongo,Congo - Kinshasa,2014,0.103,Christian,Traditional,1,0,1,341224634.406213,74745656,35909040265.9328,,5,6,6,NF,6,1,5,0,0
306,Bakongo,Congo - Kinshasa,2015,0.103,Christian,Traditional,0,0,0,491276877.079054,77325521,37917704900.0794,,5,6,6,NF,6,1,5,0,0
306,Bakongo,Congo - Kinshasa,2016,0.103,Christian,Traditional,1,0,1,395733745.247056,79988286,37134799974.5225,,5,7,6,NF,1,4,-3,0,0
306,Bakongo,Congo - Kinshasa,2017,0.103,Christian,Traditional,1,1,1,295236074.31758,82873667,38019265625.8845,,5,7,6,NF,1,4,-3,0,0
306,Bakongo,Congo - Kinshasa,2018,0.103,Christian,Traditional,1,0,1,295348364.63547,85692879,47568210068.4862,,5,7,6,NF,1,4,-3,2,0
306,Bakongo,Congo - Kinshasa,2019,0.103,Christian,Traditional,1,1,1,352709565.59682,88481831,51775830725.8263,,4,7,6,NF,,,,0,0
306,Bakongo,Congo - Kinshasa,2020,0.103,Christian,Traditional,1,1,1,362091615.539271,91331950,48716960860.0664,,4,7,6,NF,,,,0,0
307,Serbs,Croatia,1999,0.045,Christian,"",0,0,0,1035949008.25958,4633235,23677307509.4663,0.21839283,2,4,4,PF,,,,0,0
307,Serbs,Croatia,2000,0.045,Christian,"",0,0,0,659775033.312514,4577423,21839780971.0268,0.68563709,4,2,3,F,8,0,8,1,0
307,Serbs,Croatia,2001,0.045,Christian,"",0,0,0,629464103.750626,4519445,23273640257.1968,0.80439599,3,2,2,F,8,0,8,0,0
307,Serbs,Croatia,2002,0.045,Christian,"",0,0,0,733680739.054433,4494073,27074550257.8118,0.80665149,3,2,2,F,8,0,8,0,0
307,Serbs,Croatia,1991,,Christian,"",0,0,0,,4871414,,0.0833478,,3,4,PF,1,4,-3,0,0
307,Serbs,Croatia,1992,0.122,Christian,"",1,1,0,782003661.25075,4817630,,0.170430602,,4,4,PF,1,4,-3,0,0
307,Serbs,Croatia,1993,0.122,Christian,"",1,0,1,1168936758.72763,4779012,,0.17401151,2,4,4,PF,1,4,-3,0,0
307,Serbs,Croatia,1994,0.122,Christian,"",0,0,0,1625222365.41786,4805793,,0.172519946,2,4,4,PF,1,4,-3,0,0
307,Serbs,Croatia,1995,0.122,Christian,"",1,0,1,2060388930.09811,4833058,22717081924.7143,0.143041034,2,4,4,PF,0,5,-5,0,0
307,Serbs,Croatia,1996,0.045,Christian,"",0,0,0,1938698897.34568,4781142,24075166261.3779,0.143412874,2,4,4,PF,0,5,-5,0,0
307,Serbs,Croatia,1997,0.045,Christian,"",0,0,0,1797184680.66318,4736115,24091170702.5562,0.097868,2,4,4,PF,0,5,-5,0,0
307,Serbs,Croatia,1998,0.045,Christian,"",0,0,0,1427264826.84272,4686630,25792876643.5087,0.099884932,2,4,4,PF,0,5,-5,0,0
307,Serbs,Croatia,2003,0.045,Christian,"",0,0,0,709399147.199764,4471664,34985749883.4171,0.797220759,3,2,2,F,8,0,8,1,0
307,Serbs,Croatia,2004,0.045,Christian,"",0,0,0,730867004.51085,4450613,41958833541.0995,0.797174897,4,2,2,F,8,0,8,0,0
307,Serbs,Croatia,2005,0.045,Christian,"",0,0,0,799160901.224358,4436087,45780237257.1867,0.821557071,4,2,2,F,9,0,9,2,0
307,Serbs,Croatia,2006,0.045,Christian,"",0,0,0,849431034.689497,4423276,50860788253.2176,0.822130174,4,2,2,F,9,0,9,0,0
307,Serbs,Croatia,2007,0.045,Christian,"",0,0,0,978853732.10005,4411843,60542673502.5324,0.887223476,4,2,2,F,9,0,9,1,0
307,Serbs,Croatia,2008,0.045,Christian,"",0,0,0,1295957074.30943,4399221,70750646248.0563,0.88646627,3,2,2,F,9,0,9,0,0
307,Serbs,Croatia,2009,0.043,Christian,"",0,0,0,1129098496.39001,4388107,63084004705.0807,,3,1,2,F,9,0,9,1,0
307,Serbs,Croatia,2010,0.043,Christian,"",0,0,0,1015876653.55283,4376152,60426018629.2992,,3,1,2,F,9,0,9,1,0
307,Serbs,Croatia,2011,0.043,Christian,"",0,0,0,1106464041.97707,4361212,63169910822.1285,,4,1,2,F,9,0,9,1,0
307,Serbs,Croatia,2012,0.043,Christian,"",0,0,0,955320163.615821,4342471,57192346923.335,,3,1,2,F,9,0,9,0,1
307,Serbs,Croatia,2013,0.043,Christian,"",0,0,0,956952644.05211,4320718,58889082315.336,,3,1,2,F,9,0,9,0,1
307,Serbs,Croatia,2014,0.043,Christian,"",0,0,0,1063469743.28113,4296989,58330289756.6914,,3,1,2,F,9,0,9,1,0
307,Serbs,Croatia,2015,0.043,Christian,"",0,0,0,883162983.266817,4270955,50163192883.1515,,3,1,2,F,9,0,9,2,0
307,Serbs,Croatia,2016,0.043,Christian,"",0,0,0,836685042.08224,4238675,52295158344.2544,,4,1,2,F,9,0,9,1,0
307,Serbs,Croatia,2017,0.043,Christian,"",0,0,0,920837052.918188,4208827,56214427431.2,,4,1,2,F,9,0,9,0,0
307,Serbs,Croatia,2018,0.043,Christian,"",0,0,0,966358716.798887,4176106,62247874948.8225,,4,1,2,F,9,0,9,0,0
307,Serbs,Croatia,2019,0.043,Christian,"",0,0,0,1001812141.34703,4144864,62246206340.5469,,4,1,2,F,,,,1,0
307,Serbs,Croatia,2020,0.043,Christian,"",0,0,0,1034925914.72634,4114639,57203783203.0259,,4,1,2,F,,,,2,0
308,Bubis,Equatorial Guinea,1983,,Catholic,"",0,0,0,,326022,44442456.94764,-0.97761952,1,7,6,NF,0,7,-7,0,0
308,Bubis,Equatorial Guinea,1993,,Catholic,"",0,0,0,,510594,136047896.155778,-0.89395051,1,7,7,NF,0,5,-5,0,0
308,Bubis,Equatorial Guinea,1994,,Catholic,"",0,0,0,2379301.339145,529878,100807001.813926,-0.889537686,1,7,7,NF,0,5,-5,0,0
308,Bubis,Equatorial Guinea,1995,,Catholic,"",0,0,0,3447875.17930554,550106,141853368.256815,-0.897605746,1,7,7,NF,0,5,-5,0,0
308,Bubis,Equatorial Guinea,1996,,Catholic,"",0,0,0,,571375,232463036.435759,-0.900203111,1,7,7,NF,0,6,-6,0,0
308,Bubis,Equatorial Guinea,1997,,Catholic,"",0,0,0,,593771,442337849.474377,-0.8979232,1,7,7,NF,0,6,-6,0,0
308,Bubis,Equatorial Guinea,1998,,Catholic,"",0,0,0,,617369,370687618.717326,-0.897711584,1,7,7,NF,0,6,-6,0,0
308,Bubis,Equatorial Guinea,1999,,Catholic,"",0,0,0,,642099,621117885.668503,-0.89682789,1,7,7,NF,0,6,-6,0,0
308,Bubis,Equatorial Guinea,2000,,Catholic,"",0,0,0,,667958,1045998496.43872,-0.71296565,1,7,7,NF,0,6,-6,0,0
308,Bubis,Equatorial Guinea,2001,,Catholic,"",0,0,0,,701996,1461139022.02954,-0.67346649,1,6,6,NF,0,6,-6,0,0
308,Bubis,Equatorial Guinea,2002,,Catholic,"",0,0,0,,736545,1806742742.27311,-0.76357502,1,7,6,NF,0,6,-6,1,0
308,Bubis,Equatorial Guinea,2003,,Catholic,"",0,0,0,,771686,2484745935.09329,-0.766543404,1,7,6,NF,0,6,-6,0,0
308,Bubis,Equatorial Guinea,2004,,Catholic,"",0,0,0,,807676,4410764338.66733,-0.567873089,1,7,6,NF,0,6,-6,1,0
308,Bubis,Equatorial Guinea,2005,,Catholic,"",0,0,0,,845034,8217369092.65224,-0.569298862,1,7,6,NF,0,6,-6,0,0
308,Bubis,Equatorial Guinea,1968,,Catholic,"",0,0,0,,311886,67514285.7142857,-0.05519903,,,,"",3,1,2,0,0
308,Bubis,Equatorial Guinea,1969,,Catholic,"",0,0,0,,318763,67225714.2857143,-0.80375465,,,,"",0,7,-7,0,0
308,Bubis,Equatorial Guinea,1970,,Catholic,"",0,0,0,,318929,66331428.5714286,-0.802271,,,,"",0,7,-7,0,0
308,Bubis,Equatorial Guinea,1971,,Catholic,"",0,0,0,,314981,64946954.756798,-0.9403244746,,,,"",0,7,-7,0,0
308,Bubis,Equatorial Guinea,1972,,Catholic,"",0,0,0,,308922,65429198.238708,-0.92881599,,6,6,NF,0,7,-7,0,0
308,Bubis,Equatorial Guinea,1973,,Catholic,"",0,0,0,,301802,81203226.9138345,-0.93204797,,6,6,NF,0,7,-7,0,0
308,Bubis,Equatorial Guinea,1974,,Catholic,"",0,0,0,,294299,94159862.7073691,-0.93594771,,6,6,NF,0,7,-7,0,0
308,Bubis,Equatorial Guinea,1975,,Catholic,"",0,0,0,,286818,104295643.388437,-1.01416956,1,6,7,NF,0,7,-7,0,0
308,Bubis,Equatorial Guinea,1976,,Catholic,"",0,0,0,,279705,103653049.93797,-1.01628791,1,6,7,NF,0,7,-7,0,0
308,Bubis,Equatorial Guinea,1977,,Catholic,"",0,0,0,,272294,103987520.075827,-1.15606189,1,7,7,NF,0,7,-7,0,0
308,Bubis,Equatorial Guinea,1978,,Catholic,"",0,0,0,,270460,,-1.28875488,1,7,7,NF,0,7,-7,0,0
308,Bubis,Equatorial Guinea,1979,,Catholic,"",0,0,0,,271273,,-1.12147526,1,7,6,NF,0,7,-7,0,0
308,Bubis,Equatorial Guinea,1980,,Catholic,"",0,0,0,,276577,50642880.7737503,-1.31376903,1,7,6,NF,0,7,-7,0,0
308,Bubis,Equatorial Guinea,1981,,Catholic,"",0,0,0,,288440,36731422.8456914,-1.12179052,1,,,"",0,7,-7,0,0
308,Bubis,Equatorial Guinea,1982,,Catholic,"",0,0,0,,305460,44294647.733479,-1.12287576,1,7,6,NF,0,7,-7,0,0
308,Bubis,Equatorial Guinea,1984,,Catholic,"",0,0,0,,347466,50320914.4065688,-0.97228178,1,7,6,NF,0,7,-7,0,0
308,Bubis,Equatorial Guinea,1985,,Catholic,"",0,0,0,,368523,62118564.8495425,-1.183096758,1,7,7,NF,0,7,-7,0,0
308,Bubis,Equatorial Guinea,1986,,Catholic,"",0,0,0,,388235,76407396.7552964,-1.13983907,1,7,7,NF,0,7,-7,0,0
308,Bubis,Equatorial Guinea,1987,,Catholic,"",0,0,0,,406316,93345847.7270322,-1.14589463,1,7,7,NF,0,7,-7,0,0
308,Bubis,Equatorial Guinea,1988,,Catholic,"",0,0,0,,423222,100534663.294927,-1.32638597,1,7,7,NF,0,7,-7,0,0
308,Bubis,Equatorial Guinea,1989,,Catholic,"",0,0,0,,439951,88265974.5843603,-1.14559982,1,7,7,NF,0,7,-7,0,0
308,Bubis,Equatorial Guinea,1990,,Catholic,"",0,0,0,,456888,112119406.548331,-1.14264008,1,7,7,NF,0,7,-7,0,0
308,Bubis,Equatorial Guinea,1991,,Catholic,"",0,0,0,,474210,110906032.075075,-1.13933667,1,7,7,NF,0,7,-7,0,0
308,Bubis,Equatorial Guinea,1992,,Catholic,"",0,0,0,,492075,134707184.355541,-0.981005408,1,7,6,NF,0,7,-7,0,0
309,Oromos,Ethiopia,2005,0.3439,Sunni Muslim,Christian,1,0,1,342066638.665934,76377213,12401139453.9738,-0.140372311,5,5,5,PF,1,4,-3,1,0
309,Oromos,Ethiopia,1991,0.2907,Sunni Muslim,Christian,1,1,1,529033816.425121,48742121,13463868357.4879,,1,6,5,PF,,,,0,0
309,Oromos,Ethiopia,1992,0.2907,Sunni Muslim,Christian,1,0,1,255343443.354148,51132739,10492993077.6093,,1,6,4,PF,,,,0,0
309,Oromos,Ethiopia,1993,0.2907,Sunni Muslim,Christian,1,1,1,163850000,52890369,8830712713.90781,-0.30221453,1,6,5,NF,,,,0,0
309,Oromos,Ethiopia,1994,0.3439,Sunni Muslim,Christian,1,0,1,148691674.290942,54692975,6927950564.55657,-0.288482056,1,6,5,NF,,,,0,0
309,Oromos,Ethiopia,1995,0.3439,Sunni Muslim,Christian,1,0,1,122460147.475046,56547446,7663984567.90123,-0.132476019,1,4,5,PF,3,2,1,0,0
309,Oromos,Ethiopia,1996,0.3439,Sunni Muslim,Christian,1,1,1,126454733.235931,58405626,8547939730.62374,-0.064809488,3,4,5,PF,3,2,1,0,0
309,Oromos,Ethiopia,1997,0.3439,Sunni Muslim,Christian,0,0,0,225417105.11019,60289671,8589211390.49612,-0.06497928,3,4,5,PF,3,2,1,0,0
309,Oromos,Ethiopia,1998,0.3439,Sunni Muslim,Christian,1,1,1,458549925.448748,62177288,7818224905.55071,-0.034705829,3,4,4,PF,3,2,1,0,0
309,Oromos,Ethiopia,1999,0.3439,Sunni Muslim,Christian,1,0,1,703704869.526897,64095699,7700833482.00615,-0.20737221,3,5,5,PF,3,2,1,0,0
309,Oromos,Ethiopia,2000,0.3439,Sunni Muslim,Christian,1,0,1,617541613.6279,66059460,8242392103.68061,-0.18751816,3,5,5,PF,3,2,1,1,0
309,Oromos,Ethiopia,2001,0.3439,Sunni Muslim,Christian,1,0,1,349808276.450815,68004275,8231326016.47494,-0.3232537,6,5,5,PF,3,2,1,0,0
309,Oromos,Ethiopia,2002,0.3439,Sunni Muslim,Christian,1,0,1,288932333.459776,70033590,7850809498.16803,-0.32112926,5,5,5,PF,3,2,1,0,0
309,Oromos,Ethiopia,2003,0.3439,Sunni Muslim,Christian,1,0,1,278673159.931532,72112839,8623691300.04079,-0.323033777,5,5,5,PF,3,2,1,0,0
309,Oromos,Ethiopia,2004,0.3439,Sunni Muslim,Christian,1,0,1,311038748.989645,74224838,10131187261.4421,-0.322936385,5,5,5,PF,3,2,1,0,0
309,Oromos,Ethiopia,2006,0.3439,Sunni Muslim,Christian,1,0,1,345687017.021091,78562668,15280861834.6024,-0.135580164,3,5,5,PF,1,4,-3,0,0
309,Oromos,Ethiopia,2007,0.3439,Sunni Muslim,Christian,1,0,1,360140308.612027,80819432,19707616772.7996,-0.139258485,3,5,5,PF,1,4,-3,0,0
309,Oromos,Ethiopia,2008,0.3439,Sunni Muslim,Christian,1,0,1,388187596.747412,83172937,27066912635.2228,-0.14054666,3,5,5,PF,1,4,-3,0,0
309,Oromos,Ethiopia,2009,0.3439,Sunni Muslim,Christian,1,0,1,339627767.966309,85541272,32437389116.038,,3,5,5,PF,1,4,-3,0,0
309,Oromos,Ethiopia,2010,0.3439,Sunni Muslim,Christian,1,0,1,303617033.089052,87969898,29933790334.3418,,3,6,6,NF,1,4,-3,1,0
309,Oromos,Ethiopia,2011,0.3439,Sunni Muslim,Christian,1,0,1,332441772.391593,90505683,31952763089.33,,3,6,6,NF,1,4,-3,0,0
309,Oromos,Ethiopia,2012,0.3439,Sunni Muslim,Christian,1,0,1,366539017.667525,93130176,43310721414.0829,,3,6,6,NF,1,4,-3,0,0
309,Oromos,Ethiopia,2013,0.3439,Sunni Muslim,Christian,1,0,1,345064165.844028,95772383,47648211133.2183,,3,6,6,NF,1,4,-3,1,0
309,Oromos,Ethiopia,2014,0.3439,Sunni Muslim,Christian,1,0,1,414476025.830071,98396349,55612228233.5179,,3,6,6,NF,1,4,-3,0,0
309,Oromos,Ethiopia,2015,0.3439,Sunni Muslim,Christian,1,0,1,442532624.456259,101097184,64589334978.8013,,3,7,6,NF,1,4,-3,1,0
309,Oromos,Ethiopia,2016,0.3439,Sunni Muslim,Christian,1,0,1,490177248.532075,103846607,74296618481.0882,,3,7,6,NF,1,4,-3,0,0
309,Oromos,Ethiopia,2017,0.3439,Sunni Muslim,Christian,0,0,0,499795483.487377,106739850,81770791970.982,,3,7,6,NF,1,4,-3,0,0
309,Oromos,Ethiopia,2018,0.3439,Sunni Muslim,Christian,0,0,0,512029056.710603,109656049,84269348327.3454,,3,6,6,NF,3,2,1,0,0
309,Oromos,Ethiopia,2019,0.3439,Sunni Muslim,Christian,1,1,1,544839429.847158,112602827,95912590628.1412,,3,6,6,NF,,,,0,1
309,Oromos,Ethiopia,2020,0.3439,Sunni Muslim,Christian,1,1,1,461257623.915471,115638360,107657734392.446,,,6,6,NF,,,,0,0
309,Oromos,Ethiopia,1973,0.2907,Sunni Muslim,Christian,1,0,1,48433591.4234664,30286682,,,,5,6,PF,0,9,-9,0,0
309,Oromos,Ethiopia,1974,0.2907,Sunni Muslim,Christian,1,0,1,74758454.1062802,31101950,,,,6,5,NF,,,,0,0
309,Oromos,Ethiopia,1975,0.2907,Sunni Muslim,Christian,1,1,1,125072463.768116,31875277,,,1,7,6,NF,0,7,-7,0,0
309,Oromos,Ethiopia,1976,0.2907,Sunni Muslim,Christian,1,1,1,128043478.26087,32630289,,,1,7,6,NF,0,7,-7,0,0
309,Oromos,Ethiopia,1977,0.2907,Sunni Muslim,Christian,1,1,1,135048309.178744,33494143,,,1,7,7,NF,0,7,-7,0,0
309,Oromos,Ethiopia,1978,0.2907,Sunni Muslim,Christian,1,0,1,178212560.386473,33895893,,,1,7,7,NF,0,7,-7,0,0
309,Oromos,Ethiopia,1979,0.2907,Sunni Muslim,Christian,1,0,1,276328502.415459,34622236,,,1,7,7,NF,0,7,-7,0,0
309,Oromos,Ethiopia,1980,0.2907,Sunni Muslim,Christian,1,0,1,359323671.497585,34895411,,,1,7,7,NF,0,7,-7,0,0
309,Oromos,Ethiopia,1981,0.2907,Sunni Muslim,Christian,1,1,1,366980676.328502,34995528,7324903188.4058,,1,,,"",0,7,-7,0,0
309,Oromos,Ethiopia,1982,0.2907,Sunni Muslim,Christian,1,0,1,387367149.758454,36642161,7707678019.32367,,1,7,7,NF,0,7,-7,0,0
309,Oromos,Ethiopia,1983,0.2907,Sunni Muslim,Christian,1,0,1,408405797.101449,37784625,8567890821.25604,,1,7,7,NF,0,7,-7,0,0
309,Oromos,Ethiopia,1984,0.2907,Sunni Muslim,Christian,1,0,1,423019323.671498,38685748,8096302367.14976,,1,7,7,NF,0,8,-8,0,0
309,Oromos,Ethiopia,1985,0.2907,Sunni Muslim,Christian,1,0,1,429444444.444445,39720032,9480840483.09179,,1,7,7,NF,0,8,-8,0,0
309,Oromos,Ethiopia,1986,0.2907,Sunni Muslim,Christian,1,0,1,439202898.550725,40851897,9848600869.56522,,1,7,7,NF,0,8,-8,0,0
309,Oromos,Ethiopia,1987,0.2907,Sunni Muslim,Christian,1,0,1,476618357.487923,42058721,10527338647.343,,1,6,7,NF,0,8,-8,0,0
309,Oromos,Ethiopia,1988,0.2907,Sunni Muslim,Christian,1,0,1,614855072.463768,43645192,10908935748.7923,,1,6,7,NF,0,8,-8,0,0
309,Oromos,Ethiopia,1989,0.2907,Sunni Muslim,Christian,1,0,1,781521739.130435,45377881,11476584879.2271,,1,7,7,NF,0,8,-8,0,0
309,Oromos,Ethiopia,1990,0.2907,Sunni Muslim,Christian,1,0,1,785048309.178744,47014026,12175166763.285,,1,7,7,NF,0,8,-8,0,0
310,Adzhars,Georgia,1991,,Christian,Sunni Muslim,1,1,0,,5358837,6357615894.03974,-0.17745804,,6,5,NF,4,1,3,0,0
310,Adzhars,Georgia,1992,,Christian,Sunni Muslim,1,1,1,,5285374,3690328963.64086,-0.008923381,,4,5,PF,,,,0,0
310,Adzhars,Georgia,1993,,Christian,Sunni Muslim,1,0,1,,5193281,2701181331.30816,0.01835413,1,5,5,PF,,,,0,0
310,Adzhars,Georgia,1994,,Christian,Sunni Muslim,0,0,0,,5061741,2514070771.80273,0.01948365,1,5,5,PF,,,,0,0
310,Adzhars,Georgia,1995,,Christian,Sunni Muslim,0,0,0,,4934085,2693768412.89179,0.077523145,1,4,5,PF,4,0,4,0,0
310,Adzhars,Georgia,1996,,Christian,Sunni Muslim,0,0,0,67706683.5603421,4821267,3095047603.8083,0.109123581,,4,4,PF,4,0,4,0,0
310,Adzhars,Georgia,1997,,Christian,Sunni Muslim,0,0,0,44007707.1290944,4701277,3510520231.21387,0.1415604,,3,4,PF,4,0,4,0,0
310,Adzhars,Georgia,1998,,Christian,Sunni Muslim,0,0,0,41084456.9800406,4578787,3613541516.765,0.142066815,,3,4,PF,4,0,4,0,0
310,Adzhars,Georgia,1999,,Christian,Sunni Muslim,0,0,0,25882678.3632664,4458023,2800049394.91232,0.08924028,,3,4,PF,4,0,4,1,0
310,Adzhars,Georgia,2000,,Christian,Sunni Muslim,0,0,0,18824291.4324172,4330978,3057475335.18846,-0.01322586,1,4,4,PF,4,2,2,1,0
310,Adzhars,Georgia,2001,,Christian,Sunni Muslim,0,0,0,23829967.8729583,4199366,3219488663.77231,0.04241235,1,4,4,PF,4,2,2,0,0
310,Adzhars,Georgia,2002,,Christian,Sunni Muslim,0,0,0,33975807.0392771,4089597,3395728013.84524,0.04533222,1,4,4,PF,4,2,2,0,0
310,Adzhars,Georgia,2003,,Christian,Sunni Muslim,0,0,0,42647402.8849067,4032658,3991284895.37214,0.049779538,1,4,4,PF,4,2,2,1,1
310,Adzhars,Georgia,2004,0.0706000478920265,Christian,Sunni Muslim,1,1,1,70419742.780372,4002991,5125365191.98664,0.316635019,1,3,4,PF,6,0,6,2,0
310,Adzhars,Georgia,2005,0.0706001046307554,Christian,Sunni Muslim,0,0,0,214071430.147627,3974728,6410823633.25426,0.371187719,1,3,3,PF,7,0,7,0,0
310,Adzhars,Georgia,2006,0.0706000013300517,Christian,Sunni Muslim,0,0,0,404172025.858922,3947635,7745394293.41721,0.364076204,1,3,3,PF,7,0,7,0,0
310,Adzhars,Georgia,2007,,Christian,Sunni Muslim,0,0,0,931750564.205712,3920100,10172882370.5477,0.234853,1,4,4,PF,7,1,6,0,0
310,Adzhars,Georgia,2008,,Christian,Sunni Muslim,1,1,1,1090160250.60538,3892841,12795076469.0099,0.34973976,1,4,4,PF,7,1,6,2,0
310,Adzhars,Georgia,2009,,Christian,Sunni Muslim,0,0,0,603655214.936935,3866556,10766836276.5639,,2,4,4,PF,7,1,6,0,0
310,Adzhars,Georgia,2010,,Christian,Sunni Muslim,0,0,0,454178215.155358,3843843,12243505582.6741,,2,4,3,PF,7,1,6,0,0
310,Adzhars,Georgia,2011,,Christian,Sunni Muslim,0,0,0,468779626.836253,3829819,15107441446.7833,,2,4,3,PF,7,1,6,0,0
310,Adzhars,Georgia,2012,,Christian,Sunni Muslim,0,0,0,491982529.358533,3813505,16488403076.3641,,2,3,3,PF,7,1,6,1,0
310,Adzhars,Georgia,2013,,Christian,Sunni Muslim,0,0,0,441878926.976772,3795207,17189551520.9811,,4,3,3,PF,8,1,7,1,0
310,Adzhars,Georgia,2014,,Christian,Sunni Muslim,0,0,0,415643210.857482,3776838,17627003454.7205,,2,3,3,PF,8,1,7,0,0
311,South Ossetians,Georgia,1993,0.032,Christian,"",1,0,1,,5193281,2701181331.30816,0.01835413,1,5,5,PF,,,,0,0
311,South Ossetians,Georgia,1994,0.032,Christian,"",0,0,0,,5061741,2514070771.80273,0.01948365,1,5,5,PF,,,,0,0
311,South Ossetians,Georgia,1995,0.032,Christian,"",0,0,0,,4934085,2693768412.89179,0.077523145,1,4,5,PF,4,0,4,0,0
311,South Ossetians,Georgia,1996,0.032,Christian,"",0,0,0,67706683.5603421,4821267,3095047603.8083,0.109123581,,4,4,PF,4,0,4,0,0
311,South Ossetians,Georgia,1997,0.032,Christian,"",0,0,0,44007707.1290944,4701277,3510520231.21387,0.1415604,,3,4,PF,4,0,4,0,0
311,South Ossetians,Georgia,1998,0.032,Christian,"",0,0,0,41084456.9800406,4578787,3613541516.765,0.142066815,,3,4,PF,4,0,4,0,0
311,South Ossetians,Georgia,1999,0.032,Christian,"",0,0,0,25882678.3632664,4458023,2800049394.91232,0.08924028,,3,4,PF,4,0,4,1,0
311,South Ossetians,Georgia,2000,0.032,Christian,"",0,0,0,18824291.4324172,4330978,3057475335.18846,-0.01322586,1,4,4,PF,4,2,2,1,0
311,South Ossetians,Georgia,2001,0.032,Christian,"",0,0,0,23829967.8729583,4199366,3219488663.77231,0.04241235,1,4,4,PF,4,2,2,0,0
311,South Ossetians,Georgia,2002,0.032,Christian,"",0,0,0,33975807.0392771,4089597,3395728013.84524,0.04533222,1,4,4,PF,4,2,2,0,0
311,South Ossetians,Georgia,2003,0.016,Christian,"",0,0,0,42647402.8849067,4032658,3991284895.37214,0.049779538,1,4,4,PF,4,2,2,1,1
311,South Ossetians,Georgia,2004,0.016,Christian,"",1,1,1,70419742.780372,4002991,5125365191.98664,0.316635019,1,3,4,PF,6,0,6,2,0
311,South Ossetians,Georgia,2005,0.016,Christian,"",0,0,0,214071430.147627,3974728,6410823633.25426,0.371187719,1,3,3,PF,7,0,7,0,0
311,South Ossetians,Georgia,2006,0.016,Christian,"",0,0,0,404172025.858922,3947635,7745394293.41721,0.364076204,1,3,3,PF,7,0,7,0,0
311,South Ossetians,Georgia,2007,0.016,Christian,"",0,0,0,931750564.205712,3920100,10172882370.5477,0.234853,1,4,4,PF,7,1,6,0,0
